cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,277,1,31856346.24,"100000008477350100,100000000437046100,100000002957787100,100000004400305100,100000005910114100",Ветка вокруг 1 seed; доминирующая роль: terminal.
2,270,1,10178044.0,"100000002578405100,100000001697501100,100000002733905100,100000001166289100,100000002527114100",Ветка вокруг 1 seed; доминирующая роль: terminal.
3,148,5,19555090.0,"100000008165763100,100000007908818100,100000008304139100,100000004847758100,100000005612411100",Связанная структура с 5 seed; доминирующая роль: terminal.
4,126,0,16339904.0,"100000008603629100,100000001857829100,100000003880331100,100000002723538100,100000004679953100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
5,126,0,24907250.33,"100000000331309100,100000003796063100,100000006889963100,100000005665181100,100000000332284100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
6,125,7,18300397.28,"100000001530983100,100000008389800100,100000004150593100,100000005287097100,100000006579678100",Связанная структура с 7 seed; доминирующая роль: terminal.
7,106,4,16242879.02,"100000004015047100,100000005782781100,100000005514161100,100000006788200100,100000002921047100",Связанная структура с 4 seed; доминирующая роль: terminal.
8,104,1,21747439.59,"100000008489922100,100000008547948100,100000008710791100,100000008517538100,100000008752616100",Ветка вокруг 1 seed; доминирующая роль: terminal.
9,61,0,4350466.67,"100000005473151100,100000005704413100,100000005578559100,100000008545727100,100000008104567100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
10,59,1,6772097.0,"100000003115284100,100000008730846100,100000003390036100,100000003809101100,100000007998965100",Ветка вокруг 1 seed; доминирующая роль: terminal.
11,56,3,13397542.0,"100000008547844100,100000008466579100,100000008465789100,100000008223661100,100000003589877100",Связанная структура с 3 seed; доминирующая роль: terminal.
12,55,1,3064863.0,"100000001899164100,100000003265158100,100000008636603100,100000004386258100,100000008443341100",Ветка вокруг 1 seed; доминирующая роль: terminal.
13,51,0,13990812.0,"100000008512827100,100000008742053100,100000001282143100,100000002443664100,100000001287955100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
14,50,3,4135421.0,"100000005074393100,100000008346837100,100000008733194100,100000006424479100,100000008003034100",Связанная структура с 3 seed; доминирующая роль: peripheral.
15,44,0,10215968.84,"100000005933757100,100000004159526100,100000001937767100,100000002963189100,100000002605308100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
16,41,3,4888834.28,"100000004156082100,100000005339662100,100000008188026100,100000000076451100,100000004527381100",Связанная структура с 3 seed; доминирующая роль: terminal.
17,41,0,5151924.19,"100000003242289100,100000008413748100,100000008512552100,100000003178549100,100000006225798100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
18,30,0,8045494.0,"100000008743913100,100000008710843100,100000005527892100,100000008758168100,100000002748532100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
19,30,1,6513430.0,"100000003854444100,100000007594394100,100000006274203100,100000001049200100,100000008546855100",Ветка вокруг 1 seed; доминирующая роль: terminal.
20,29,0,446070.0,"100000008460102100,100000001164648100,100000004891562100,100000002706810100,100000008715513100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
21,26,14,2289450.0,"100000004403675100,100000008254069100,100000004744306100,100000003823811100,100000003190207100",Связанная структура с 14 seed; доминирующая роль: peripheral.
22,20,0,617900.0,"100000003154105100,100000001427082100,100000000723383100,100000002185328100,100000002448088100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
23,18,0,3422800.0,"100000008137435100,100000003701161100,100000002267998100,100000003718221100,100000004580202100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
24,17,1,21586840.0,"100000002224132100,100000004603109100,100000005664922100,100000004892144100,100000001965374100",Ветка вокруг 1 seed; доминирующая роль: terminal.
25,17,1,2977887.0,"100000002731501100,100000004160650100,100000003616818100,100000001330595100,100000004144536100",Ветка вокруг 1 seed; доминирующая роль: terminal.
26,15,0,850450.0,"100000001526235100,100000005505655100,100000001788284100,100000002472632100,100000002984403100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
27,15,0,3626010.0,"100000008461532100,100000006704530100,100000000791285100,100000003069463100,100000003122817100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
28,15,0,3436955.0,"100000002152857100,100000003111305100,100000004221668100,100000006240939100,100000005171642100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
29,14,0,1605604.0,"100000007382543100,100000003001661100,100000008213966100,100000008655779100,100000000838385100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
30,13,1,1392916.0,"100000001380054100,100000001782980100,100000005077484100,100000000703894100,100000003164661100",Ветка вокруг 1 seed; доминирующая роль: terminal.
31,13,0,6748650.0,"100000007442518100,100000008258083100,100000000673868100,100000000821507100,100000001785161100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
32,11,0,3784703.0,"100000003004487100,100000002175422100,100000001317336100,100000003557488100,100000002975437100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
33,10,0,322010.0,"100000008172352100,100000007322059100,100000004552204100,100000001597505100,100000000993112100",Наблюдаемое сообщество без seed; доминирующая роль: terminal.
34,10,0,603900.0,"100000003635170100,100000002156381100,100000004209339100,100000002696152100,100000005602999100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
35,10,0,1727065.0,"100000004076740100,100000004017410100,100000005519998100,100000004336312100,100000005767403100",Наблюдаемое сообщество без seed; доминирующая роль: peripheral.
